code,title,slug,url,contributor,game_name,code,stamp,mainboard_type,mainboard_circled_letters,mainboard_panel_position,mainboard_calendar,mainboard_year,mainboard_month,mainboard_week,u1_role,u1_kind,u1_label,u1_manufacturer,u1_calendar,u1_year,u1_month,u1_week,u2_role,u2_kind,u2_label,u2_manufacturer,u2_calendar,u2_year,u2_month,u2_week,u3_role,u3_kind,u3_label,u3_manufacturer,u3_calendar,u3_year,u3_month,u3_week,u4_role,u4_kind,u4_label,u4_manufacturer,u4_calendar,u4_year,u4_month,u4_week,u5_role,u5_kind,u5_label,u5_manufacturer,u5_calendar,u5_year,u5_month,u5_week,u6_role,u6_kind,u6_label,u6_manufacturer,u6_calendar,u6_year,u6_month,u6_week,u7_role,u7_kind,u7_label,u7_manufacturer,u7_calendar,u7_year,u7_month,u7_week,x1_role,x1_kind,x1_label,x1_manufacturer,x1_calendar,x1_year,x1_month,x1_week,battery_kind,battery_label,battery_manufacturer,battery_calendar,battery_year,battery_month,battery_week,dump_crc32,dump_md5,dump_sha1,dump_sha256
DMG-ACPE-0,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACPE-0/beckybecky125-1.html,beckybecky125,"Arcade Classic No. 2 - Centipede & Millipede (USA, Europe) (SGB Enhanced)",DMG-ACPE-USA,22,DMG-BEAN(K)-02,Hs,5,November/1995,1995,November,,ROM,LH530800A,DMG-ACPE-0 S LH531HRK JAPAN C1 9606 D,Sharp,Week 6/1996,1996,,6,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9546 3 A,Sharp,Week 46/1995,1995,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b14c3b31,516085555e451966b9dd5166dfe6c728,405bc3736cfbea3f2259ad3e53a9d64c6523de4a,7cebe1e446c56061f71e94b99cf6dfb7267cac0e21cb37b0f9a8118d5a127eb0
DMG-ACRE-0,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACRE-0/beckybecky125-1.html,beckybecky125,"Conker's Pocket Tales (USA, Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible)",DMG-ACRE-USA,00,DMG-A08-01,CM,4,July/1999,1999,July,,ROM,μPD23C16019WG5,DMG-ACRE-0 G2 N-16019WG5-M08 9934K7014,NEC,Week 34/1999,1999,,34,Mapper,MBC5,MBC5 LZ9GB31 9932 A,Sharp,Week 32/1999,1999,,32,RAM,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9931 3 EB,Sharp,Week 31/1999,1999,,31,Supervisor & Reset,BA6735,6735 9799,ROHM,July/1999,1999,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,99-08,,August/1999,1999,August,,a50be9a8,fee6336f969c9e72e9b78be53d512c1e,e9c3b1bb20ea74f363191ea9144009d1b13246bb,a06e5fb235a54ae62d2d969312ffbca4289c4969cb53f476b0996e5046ff4d13
DMG-ACRP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACRP-0/ikk5-1.html,ikk5,"Conker's Pocket Tales (USA, Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible)",DMG-ACRP-EUR,04,DMG-A08-01,I,2,April/1999,1999,April,,ROM,μPD23C16019WG5,DMG-ACRP-0 G2 N-16019WG5-M09 9918K7036,NEC,Week 18/1999,1999,,18,Mapper,MBC5,MBC5 LZ9GB31 9851 A,Sharp,Week 51/1998,1998,,51,RAM,LC3564BM-70,SANYO LC3564BM-70 JAPAN 8HUBG,Sanyo,August/1998,1998,August,,Supervisor & Reset,BA6735,6735 9442,ROHM,April/1999,1999,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,99-01,,January/1999,1999,January,,,,,
DMG-ACRP-0,Entry #2,ikk5-2,https://gbhwdb.gekkio.fi/cartridges/DMG-ACRP-0/ikk5-2.html,ikk5,"Conker's Pocket Tales (USA, Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible)",DMG-ACRP-EUR,34,DMG-A08-01,I,6,April/1999,1999,April,,ROM,μPD23C16019WG5,DMG-ACRP-0 G2 N-16019WG5-M09 9918K7044,NEC,Week 18/1999,1999,,18,Mapper,MBC5,MBC5 LZ9GB31 9850 A,Sharp,Week 50/1998,1998,,50,RAM,HY6264ALJ-10,HY6264A LJ-10 9605B KOREA,Hyundai,Week 5/1996,1996,,5,Supervisor & Reset,BA6735,6735 9442,ROHM,April/1999,1999,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-ACRP-0,Entry #1,tobiasvl-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACRP-0/tobiasvl-1.html,tobiasvl,"Conker's Pocket Tales (USA, Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible)",DMG-ACRP-EUR,34,DMG-A08-01,I,3,April/1999,1999,April,,ROM,,DMG-ACRP-0 S LH537MTF JAPAN G2 9920 D,Sharp,Week 20/1999,1999,,20,Mapper,MBC5,MBC5 LZ9GB31 9837 A,Sharp,Week 37/1998,1998,,37,RAM,LC3564BM-70,SANYO LC3564BM-70 JAPAN 8HU1G,Sanyo,August/1998,1998,August,,Supervisor & Reset,BA6735,6735 9443,ROHM,April/1999,1999,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-ACTJ-0,Entry #1,marcao-cfh-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACTJ-0/marcao-cfh-1.html,marcao_cfh,Captain Tsubasa J - Zenkoku Seiha e no Chousen (Japan) (SGB Enhanced),DMG-ACTJ-JPN,23,DMG-BEAN-02,Y,2,July/1995,1995,July,,ROM,,DMG-ACTJ-0 S LH534MYJ JAPAN E1 9532 D,Sharp,Week 32/1995,1995,,32,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9531 7 A,Sharp,Week 31/1995,1995,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ACXJ-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACXJ-0/gekkio-1.html,gekkio,Pokemon Card GB (Japan) (SGB Enhanced) (GB Compatible),DMG-ACXJ-JPN,00,DMG-TFDN-01,I,6,November/1998,1998,November,,ROM,KM23C8000DG,SEC KM23C8000DG DMG-ACXJ-0 F1 KFX312U,Samsung,,,,,Mapper,HuC-1A,HuC1A © HUDSON Nintendo 9845 A,Hudson,Week 45/1998,1998,,45,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 9838 1 SN,Sharp,Week 38/1998,1998,,38,Supervisor & Reset,MM1134A,846 134A,Mitsumi,Week 46/1998,1998,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,98-11,Maxell,November/1998,1998,November,,,,,89eb164c0102792c5f340bc299c215c1a40376b8de7589ef0d86be1e3861cec1
DMG-ACXJ-0,Entry #2,gekkio-2,https://gbhwdb.gekkio.fi/cartridges/DMG-ACXJ-0/gekkio-2.html,gekkio,Pokemon Card GB (Japan) (SGB Enhanced) (GB Compatible),DMG-ACXJ-JPN,20,DMG-TFDN-01,K,2,November/1998,1998,November,,ROM,KM23C8000DG,SEC KM23C8000DG DMG-ACXJ-0 F1 KFX312U,Samsung,,,,,Mapper,HuC-1A,HuC1A © HUDSON Nintendo 9846 A,Hudson,Week 46/1998,1998,,46,RAM,GM76C256CLLFW70,LGS GM76C256CLLFW70 9814 KOREA,Lucky GoldStar,Week 14/1998,1998,,14,Supervisor & Reset,MM1134A,844 134A,Mitsumi,Week 44/1998,1998,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,98-11,Maxell,November/1998,1998,November,,,,,89eb164c0102792c5f340bc299c215c1a40376b8de7589ef0d86be1e3861cec1
DMG-ACXJ-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACXJ-0/granmastro-1.html,Granmastro,Pokemon Card GB (Japan) (SGB Enhanced) (GB Compatible),DMG-ACXJ-JPN,44,DMG-TFDN-01,K,5,November/1998,1998,November,,ROM,,DMG-ACXJ-0 S LH5S8MN1 JAPAN F1 9849 D,Sharp,Week 49/1998,1998,,49,Mapper,HuC-1A,HuC1A © HUDSON Nintendo 9846 A,Hudson,Week 46/1998,1998,,46,RAM,GM76C256CLLFW70,LGS GM76C256CLLFW70 9824 KOREA,Lucky GoldStar,Week 24/1998,1998,,24,Supervisor & Reset,MM1134A,846 134A,Mitsumi,Week 46/1998,1998,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,98-11,,November/1998,1998,November,,,,,
DMG-ACXJ-0,Entry #1,hdr-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACXJ-0/hdr-1.html,HDR,Pokemon Card GB (Japan) (SGB Enhanced) (GB Compatible),DMG-ACXJ-JPN,20,DMG-TFDN-01,K,5,November/1998,1998,November,,ROM,MX23C8003-20,J984749-M MX23C8003-20 DMG-ACXJ-0 F1 23335ZA1,Macronix,Week 47/1998,1998,,47,Mapper,HuC-1A,HuC1A © HUDSON Nintendo 9846 A,Hudson,Week 46/1998,1998,,46,RAM,GM76C256CLLFW70,LGS GM76C256CLLFW70 9842 KOREA,Lucky GoldStar,Week 42/1998,1998,,42,Supervisor & Reset,MM1134A,847 134A,Mitsumi,Week 47/1998,1998,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-ACXJ-0,Entry #1,kay-kidoutai-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACXJ-0/kay-kidoutai-1.html,kay_kidoutai,Pokemon Card GB (Japan) (SGB Enhanced) (GB Compatible),DMG-ACXJ-JPN,22,DMG-TFDN-01,I,3,November/1998,1998,November,,ROM,,DMG-ACXJ-0 S LH5S8MN1 JAPAN F1 9847 D,Sharp,Week 47/1998,1998,,47,Mapper,HuC-1A,HuC1A © HUDSON Nintendo 9846 A,Hudson,Week 46/1998,1998,,46,RAM,GM76C256CLLFW70,LGS GM76C256CLLFW70 9830 KOREA,Lucky GoldStar,Week 30/1998,1998,,30,Supervisor & Reset,MM1134A,843 134A,Mitsumi,Week 43/1998,1998,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-ACXJ-0,Entry #2,kay-kidoutai-2,https://gbhwdb.gekkio.fi/cartridges/DMG-ACXJ-0/kay-kidoutai-2.html,kay_kidoutai,Pokemon Card GB (Japan) (SGB Enhanced) (GB Compatible),DMG-ACXJ-JPN,20,DMG-TFDN-01,K,6,November/1998,1998,November,,ROM,KM23C8000DG,SEC KM23C8000DG DMG-ACXJ-0 F1 KFX312U,Samsung,,,,,Mapper,HuC-1A,HuC1A © HUDSON Nintendo 9848 A,Hudson,Week 48/1998,1998,,48,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 9837 1 SO,Sharp,Week 37/1998,1998,,37,Supervisor & Reset,MM1134A,848 134A,Mitsumi,Week 48/1998,1998,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-AD3E-1,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD3E-1/beckybecky125-1.html,beckybecky125,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced)",DMG-AD3E-USA,12A,DMG-DECN-10,K,2,August/1998,1998,August,,ROM,MX23C4002-20,C983938-M MX23C4002-20 DMG-AD3E-1 E1 1P0221Y3,Macronix,Week 39/1998,1998,,39,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9838 5 A,Sharp,Week 38/1998,1998,,38,RAM,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9820 3 DB,Sharp,Week 20/1998,1998,,20,Supervisor & Reset,BA6129A,6129A 8914,ROHM,September/1998,1998,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,98-09,,September/1998,1998,September,,a19acdb6,333444e90c0bfb99c4ff89fdcb920fe4,a6ce883727212e1afb45b48431a46cfbc6f7f6ef,d5162631a4e9be122013fb491f2a3d04b72476cc4c052607d3bc9e9e5250e850
DMG-AD3P-1,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD3P-1/gekkio-1.html,gekkio,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced)",DMG-AD3P-EUR,22A,DMG-DECN-10,I,6,July/1998,1998,July,,ROM,MX23C4002-20,J983638-M MX23C4002-20 DMG-AD3P-1 E1 1P0410Y1,Macronix,Week 36/1998,1998,,36,Mapper,MBC1B,DMG MBC1B Nintendo S 9749 1 A,Sharp,Week 49/1997,1997,,49,RAM,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9821 5 DB,Sharp,Week 21/1998,1998,,21,Supervisor & Reset,MM1026A,835 26A,Mitsumi,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,97-05,Maxell,May/1997,1997,May,,,,,d5162631a4e9be122013fb491f2a3d04b72476cc4c052607d3bc9e9e5250e850
DMG-AD3P-1,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD3P-1/granmastro-1.html,Granmastro,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced)",DMG-AD3P-EUR,,DMG-DECN-10,I,2,May/1998,1998,May,,ROM,MX23C4002-20,C9821-M MX23C4002-20 DMG-AD3P-1 E1 1P0032Y3,Macronix,Week 21/1998,1998,,21,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9822 5 A,Sharp,Week 22/1998,1998,,22,RAM,BR6265BF-10SL,BR6265BF-10SL 815 147N,ROHM,Week 15/1998,1998,,15,Supervisor & Reset,BA6129A,6129A 8317,ROHM,March/1998,1998,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,98-01,,January/1998,1998,January,,,,,
DMG-AD3P-1,Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD3P-1/mattcurrie-1.html,mattcurrie,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced)",DMG-AD3P-AUS,,DMG-DECN-10,I,3,July/1998,1998,July,,ROM,MX23C4002-20,C983638-M MX23C4002-20 DMG-AD3P-1 E1 1P0443Y1,Macronix,Week 36/1998,1998,,36,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9837 3 A,Sharp,Week 37/1998,1998,,37,RAM,HY6264ALLJ-10,HY6264A LLJ-10 9824B KOREA,Hyundai,Week 24/1998,1998,,24,Supervisor & Reset,MM1026A,836 26A,Mitsumi,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-AD3P-1,Entry #1,missingno-force-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD3P-1/missingno-force-1.html,Missingno_force,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced)",DMG-AD3P-EUR,22A,DMG-DECN-20,I,4,June/1999,1999,June,,ROM,MX23C4002-20,C992838-M MX23C4002-20 DMG-AD3P-1 E1 1P0872A1,Macronix,Week 28/1999,1999,,28,Mapper,MBC1B,DMG MBC1-B Nintendo P 9'22,Panasonic,February/1999,1999,February,,RAM,BR6265BF-10SL,BR6265BF-10SL 924 133N,ROHM,Week 24/1999,1999,,24,Supervisor & Reset,BA6735,6735 9506,ROHM,May/1999,1999,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-AD4P-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD4P-0/gekkio-1.html,gekkio,Dropzone (Europe) (GB Compatible),DMG-AD4P-EUR,11,DMG-A07-01,K,2,March/1999,1999,March,,ROM,,DMG-AD4P-0 S LHMN2EN2 JAPAN D1 9915 D,Sharp,Week 15/1999,1999,,15,Mapper,MBC5,MBC5 P-1 906U2L,Panasonic,Week 6/1999,1999,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7693f5a868d01a2618666aa70c27699525b9e1123fe08e8e729a20573d80d08c
DMG-ADBJ-0,Entry #1,marcao-cfh-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADBJ-0/marcao-cfh-1.html,marcao_cfh,Dragon Ball Z - Gokuu Hishouden (Japan) (SGB Enhanced),DMG-ADBJ-JPN,,DMG-GDAN-03,I,2,October/1994,1994,October,,ROM,μPD23C2001EGW,DMG-ADBJ-0 D1 N-2001EGW-J74 9442X9015,NEC,Week 42/1994,1994,,42,Mapper,MBC2A,DMG MBC2-A Nintendo P 4'46,Panasonic,April/1994,1994,April,,Supervisor & Reset,MM1026A,422 26A,Mitsumi,1994,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-ADDE-0,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADDE-0/beckybecky125-1.html,beckybecky125,"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced)",DMG-ADDE-USA-2,22,DMG-DECN-20,I,4,October/1999,1999,October,,ROM,,DMG-ADDE-0 S LH5S4MVC JAPAN E1 9949 E,Sharp,Week 49/1999,1999,,49,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9910 5 A,Sharp,Week 10/1999,1999,,10,RAM,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9946 5 EB,Sharp,Week 46/1999,1999,,46,Supervisor & Reset,BA6735,6735 9A06,ROHM,October/1999,1999,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,2827e5d4,6e30394fd7ef4a4dc3fe1edd9fc69f72,89cc4f01653a6105ee5c00e10fc65aa1437fd320,7722555df42413c6fd5434b717e82ba4a842cc0df3ef02fd0cd9b45b1bb5f2ca
DMG-ADDJ-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADDJ-0/gekkio-1.html,gekkio,Donkey Kong Land (Japan) (SGB Enhanced),DMG-ADDJ-JPN,22,DMG-DECN-02,I,6,November/1996,1996,November,,ROM,,DMG-ADDJ-0 S LH534MVN JAPAN E1 9648 E,Sharp,Week 48/1996,1996,,48,Mapper,MBC1B,DMG MBC1-B Nintendo P 6'N8,Panasonic,November/1996,1996,November,,RAM,HY6264ALLJ-10,HY6264A LLJ-10 9640B KOREA,Hyundai,Week 40/1996,1996,,40,Supervisor & Reset,MM1026A,646 26A,Mitsumi,1996,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,96-11,Panasonic,November/1996,1996,November,,,,,b7b3495da7d367efb3c67cca1bf5241068789efb7420c28806fbf2cea45e77a3
DMG-ADDP-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADDP-0/gekkio-1.html,gekkio,"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced)",DMG-ADDP-EUR-1,00,DMG-DECN(K)-02,Hs,4,August/1996,1996,August,,ROM,,DMG-ADDP-0 S LH534MVA JAPAN E1 9640 D,Sharp,Week 40/1996,1996,,40,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9639 3 A,Sharp,Week 39/1996,1996,,39,RAM,LH5268ANF-10PLL,LH5268ANF-10PLL MOSEL-VITELIC JAPAN N633 0A BC,Mosel-Vitelic,Week 33/1996,1996,,33,Supervisor & Reset,BA6129A,6129A 6942,ROHM,September/1996,1996,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,7722555df42413c6fd5434b717e82ba4a842cc0df3ef02fd0cd9b45b1bb5f2ca
DMG-ADDP-0,Entry #1,kurodo-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADDP-0/kurodo-1.html,Kurodo,"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced)",DMG-ADDP-EUR-1,22,DMG-DECN-10,I,2,July/1998,1998,July,,ROM,MX23C4002-20,C983738-M MX23C4002-20 DMG-ADDP-0 E1 1P0444Y1,Macronix,Week 37/1998,1998,,37,Mapper,MBC1B,DMG MBC1-B Nintendo P 8'73,Panasonic,July/1998,1998,July,,RAM,BR6265BF-10SL,BR6265BF-10SL 830 169N,ROHM,Week 30/1998,1998,,30,Supervisor & Reset,MM1026A,837 26A,Mitsumi,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-ADDP-0,Entry #1,tobiasvl-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADDP-0/tobiasvl-1.html,tobiasvl,"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced)",DMG-ADDP-EUR-1,22,DMG-DECN-02,Y,2,October/1996,1996,October,,ROM,,DMG-ADDP-0 S LH534MVA JAPAN E1 9644 D,Sharp,Week 44/1996,1996,,44,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9643 7 A,Sharp,Week 43/1996,1996,,43,RAM,XLJ6265BF-10SL,XLJ6265BF-10SL 636 112N,ROHM,Week 36/1996,1996,,36,Supervisor & Reset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-ADJE-0,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADJE-0/beckybecky125-1.html,beckybecky125,"Arcade Classic No. 4 - Defender & Joust (USA, Europe) (SGB Enhanced)",DMG-ADJE-USA,22,DMG-BEAN(K)-02,RB,1,August/1995,1995,August,,ROM,LH530800A,DMG-ADJE-0 S LH531HP2 JAPAN C1 9537 E,Sharp,Week 37/1995,1995,,37,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9535 1 A,Sharp,Week 35/1995,1995,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c829ce3,211a15218fa66e4a09bc253ae064991c,6b046ca1e15e6cecb29e086a5b23eb0019419936,abc01ace274760d0a963cf01b8e5d2d220dc971fd72ce252e1897aeab9b9aa41
DMG-ADMP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADMP-0/ikk5-1.html,ikk5,"Maus, Die (Europe) (En,Fr,De,Es)",DMG-ADMP-NOE,22,DMG-BEAN-10,K,5,October/1997,1997,October,,ROM,,DMG-ADMP-0 S LH532MRC JAPAN D1 9747 D,Sharp,Week 47/1997,1997,,47,Mapper,MBC1B,DMG MBC1-B Nintendo P 7'N2,Panasonic,November/1997,1997,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ADNP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADNP-0/3615retro-1.html,3615Retro,"Castlevania Legends (USA, Europe) (SGB Enhanced)",DMG-ADNP-EUR,12,DMG-BEAN-10,K,3,December/1997,1997,December,,ROM,,DMG-ADNP-0 S LH532MRS JAPAN D1 9806 E,Sharp,Week 6/1998,1998,,6,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9751 5 A,Sharp,Week 51/1997,1997,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad9c17fb,1475824e7262c0d6359f43c287e034a5,91a8e49bf6eac5fe62ec2cc5e6decbd08ce9b515,56d3dee063b8801704a284bd1bc229b94f15a3a448f485d347f04283d9bd16d7
DMG-ADQJ-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADQJ-0/gekkio-1.html,gekkio,Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible),DMG-ADQJ-JPN,20,DMG-DGCU-01,Y,5,August/1998,1998,August,,ROM,KM23C16120T,SEC KM23C16120T DMG-ADQJ-0 G2 KF6402G,Samsung,,,,,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9829 3 A,Sharp,Week 29/1998,1998,,29,RAM,BR6265BF-10SL,BR6265BF-10SL 821 148N,ROHM,Week 21/1998,1998,,21,Supervisor & Reset,MM1026A,748 26A,Mitsumi,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,98-05,Panasonic,May/1998,1998,May,,,,,2f2081e6907ae0ac5d171ceb977b5367fc6c5842b0eb73528733a7fa1e42d55b
DMG-ADQJ-0,Entry #2,gekkio-2,https://gbhwdb.gekkio.fi/cartridges/DMG-ADQJ-0/gekkio-2.html,gekkio,Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible),DMG-ADQJ-JPN,22,DMG-DGCU-01,I,6,August/1998,1998,August,,ROM,,DMG-ADQJ-0 S LH537MT2 JAPAN G2 9836 E,Sharp,Week 36/1998,1998,,36,Mapper,MBC1B,DMG MBC1-B Nintendo P 8'47,Panasonic,April/1998,1998,April,,RAM,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9820 1 DB,Sharp,Week 20/1998,1998,,20,Supervisor & Reset,BA6129A,6129A 8Q12,ROHM,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,98-08,Maxell,August/1998,1998,August,,,,,2f2081e6907ae0ac5d171ceb977b5367fc6c5842b0eb73528733a7fa1e42d55b
DMG-ADQJ-0,Entry #1,kay-kidoutai-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADQJ-0/kay-kidoutai-1.html,kay_kidoutai,Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible),DMG-ADQJ-JPN,12,DMG-DGCU-01,I,2,August/1998,1998,August,,ROM,,DMG-ADQJ-0 S LH537MT2 JAPAN G2 9835 D,Sharp,Week 35/1998,1998,,35,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9747 1 A,Sharp,Week 47/1997,1997,,47,RAM,LH5168N-10L,LH5168N-10L SHARP JAPAN 9818 1 CG,Sharp,Week 18/1998,1998,,18,Supervisor & Reset,MM1026A,751 26A,Mitsumi,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
DMG-ADQJ-1,Entry #1,kay-kidoutai-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADQJ-1/kay-kidoutai-1.html,kay_kidoutai,Dragon Quest Monsters - Terry no Wonderland (Japan) (Rev 1) (SGB Enhanced) (GB Compatible),DMG-ADQJ-JPN,22A,DMG-DGCU-10,I,2,September/1999,1999,September,,ROM,,DMG-ADQJ-1 S LH537MT4 JAPAN G2 9939 D,Sharp,Week 39/1999,1999,,39,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9910 1 A,Sharp,Week 10/1999,1999,,10,RAM,LH5164AN-10L,LH5164AN-10L SHARP A9848 5 CB,Sharp,Week 48/1998,1998,,48,Supervisor & Reset,BA6735,6735 9989,ROHM,September/1999,1999,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
